resume,job_description,role,matched_skills,label,match_level
"Candidate applying for Web Developer.

Education:
Bachelor's degree in Information Technology

Experience:
Fresher

Technical Skills:
Express, React, HTML, JavaScript, REST API, Bootstrap, MongoDB

Soft Skills:
Time Management, Critical Thinking

Completed several projects related to Web Developer.","We are hiring a Web Developer.

Required Skills:
Express, React, HTML, JavaScript, REST API, Bootstrap, MongoDB

Preferred Soft Skills:
Problem Solving, Communication

The candidate should work on real-world projects and collaborate
with team members.",Web Developer,"Express, React, HTML, JavaScript, REST API, Bootstrap, MongoDB",2,Strong Match
"Candidate applying for Data Analyst.

Education:
Bachelor's degree in Information Technology

Experience:
6 months internship

Technical Skills:
Pandas, Power BI, Tableau, Python, Excel

Soft Skills:
Communication, Problem Solving

Completed several projects related to Data Analyst.","We are hiring a Data Analyst.

Required Skills:
Pandas, Power BI, Tableau, Python, Statistics, Data Cleaning, Excel

Preferred Soft Skills:
Analytical Thinking, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,"Pandas, Power BI, Tableau, Python",1,Medium Match
"Candidate applying for Data Analyst.

Education:
Bachelor's degree in Information Technology

Experience:
6 months internship

Technical Skills:
Statistics, Reporting, Data Cleaning, Python, Pandas, Business Intelligence, Excel

Soft Skills:
Communication, Leadership

Completed several projects related to Data Analyst.","We are hiring a Cloud Engineer.

Required Skills:
Kubernetes, Azure, DevOps, Python, Terraform, CI/CD, Docker

Preferred Soft Skills:
Analytical Thinking, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,,0,Weak Match
"Candidate applying for Data Analyst.

Education:
Bachelor's degree in Engineering

Experience:
6 months internship

Technical Skills:
Power BI, Data Cleaning, Business Intelligence, Tableau, SQL, Reporting, Excel

Soft Skills:
Time Management, Teamwork

Completed several projects related to Data Analyst.","We are hiring a Data Analyst.

Required Skills:
Power BI, Data Cleaning, Business Intelligence, Tableau, SQL, Reporting, Excel

Preferred Soft Skills:
Problem Solving, Communication

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,"Power BI, Data Cleaning, Business Intelligence, Tableau, SQL, Reporting, Excel",2,Strong Match
"Candidate applying for Data Analyst.

Education:
Master's degree in Artificial Intelligence

Experience:
2 years experience

Technical Skills:
Reporting, Business Intelligence, Python, Tableau, Data Cleaning, Statistics, Pandas

Soft Skills:
Analytical Thinking, Teamwork

Completed several projects related to Data Analyst.","We are hiring a Data Analyst.

Required Skills:
Reporting, Business Intelligence, Python, Tableau, Data Cleaning, Statistics, Pandas

Preferred Soft Skills:
Problem Solving, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,"Reporting, Business Intelligence, Python, Tableau, Data Cleaning, Statistics, Pandas",2,Strong Match
"Candidate applying for Data Scientist.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
2 years experience

Technical Skills:
Pandas, Deep Learning, TensorFlow, Statistics, Python, SQL, Data Visualization

Soft Skills:
Critical Thinking, Leadership

Completed several projects related to Data Scientist.","We are hiring a Data Scientist.

Required Skills:
Pandas, Deep Learning, TensorFlow, Statistics, Python, SQL, Data Visualization

Preferred Soft Skills:
Communication, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,"Pandas, Deep Learning, TensorFlow, Statistics, Python, SQL, Data Visualization",2,Strong Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Computer Science

Experience:
6 months internship

Technical Skills:
DevOps, Networking, Docker, Python, CI/CD, Linux, Terraform

Soft Skills:
Analytical Thinking, Critical Thinking

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
DevOps, Networking, Docker, Python, CI/CD, Linux, Terraform

Preferred Soft Skills:
Analytical Thinking, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"DevOps, Networking, Docker, Python, CI/CD, Linux, Terraform",2,Strong Match
"Candidate applying for Data Scientist.

Education:
Master's degree in Artificial Intelligence

Experience:
3 years experience

Technical Skills:
Deep Learning, Data Visualization, TensorFlow, Scikit-learn, Statistics

Soft Skills:
Critical Thinking, Leadership

Completed several projects related to Data Scientist.","We are hiring a Data Scientist.

Required Skills:
Deep Learning, Data Visualization, TensorFlow, Scikit-learn, Pandas, Python, Statistics

Preferred Soft Skills:
Time Management, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,"Deep Learning, Data Visualization, TensorFlow, Scikit-learn",1,Medium Match
"Candidate applying for Web Developer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
3 years experience

Technical Skills:
Express, REST API, JavaScript, HTML, Node.js

Soft Skills:
Leadership, Communication

Completed several projects related to Web Developer.","We are hiring a Web Developer.

Required Skills:
Express, REST API, JavaScript, HTML, MongoDB, Git, CSS

Preferred Soft Skills:
Teamwork, Communication

The candidate should work on real-world projects and collaborate
with team members.",Web Developer,"Express, REST API, JavaScript, HTML",1,Medium Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Engineering

Experience:
6 months internship

Technical Skills:
Python, Ethical Hacking, Cryptography, Linux, Penetration Testing

Soft Skills:
Communication, Teamwork

Completed several projects related to Cybersecurity Analyst.","We are hiring a Cybersecurity Analyst.

Required Skills:
Python, Ethical Hacking, Cryptography, Linux, Risk Assessment, Penetration Testing, Network Security

Preferred Soft Skills:
Problem Solving, Leadership

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,"Python, Ethical Hacking, Cryptography, Linux",1,Medium Match
"Candidate applying for AI Engineer.

Education:
Master's degree in Artificial Intelligence

Experience:
1 year experience

Technical Skills:
Python, LLM, Computer Vision, FastAPI, Deep Learning, Transformers, TensorFlow

Soft Skills:
Critical Thinking, Time Management

Completed several projects related to AI Engineer.","We are hiring a AI Engineer.

Required Skills:
Python, LLM, Computer Vision, FastAPI, Deep Learning, Transformers, TensorFlow

Preferred Soft Skills:
Analytical Thinking, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,"Python, LLM, Computer Vision, FastAPI, Deep Learning, Transformers, TensorFlow",2,Strong Match
"Candidate applying for Data Analyst.

Education:
Bachelor's degree in Engineering

Experience:
1 year experience

Technical Skills:
Data Cleaning, Pandas, Excel, Statistics, Python, Reporting, SQL

Soft Skills:
Problem Solving, Time Management

Completed several projects related to Data Analyst.","We are hiring a AI Engineer.

Required Skills:
Deep Learning, LLM, Docker, Computer Vision, FastAPI, PyTorch, TensorFlow

Preferred Soft Skills:
Problem Solving, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,,0,Weak Match
"Candidate applying for Data Analyst.

Education:
Bachelor's degree in Engineering

Experience:
1 year experience

Technical Skills:
Pandas, Power BI, Tableau, Python, SQL, Data Cleaning, Business Intelligence

Soft Skills:
Time Management, Problem Solving

Completed several projects related to Data Analyst.","We are hiring a Cybersecurity Analyst.

Required Skills:
Risk Assessment, SIEM, Firewall, Python, Ethical Hacking, Cryptography, Incident Response

Preferred Soft Skills:
Time Management, Communication

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,,0,Weak Match
"Candidate applying for Cybersecurity Analyst.

Education:
Master's degree in Artificial Intelligence

Experience:
1 year experience

Technical Skills:
Risk Assessment, SIEM, Cryptography, Network Security, Ethical Hacking, Penetration Testing, Firewall

Soft Skills:
Leadership, Analytical Thinking

Completed several projects related to Cybersecurity Analyst.","We are hiring a Web Developer.

Required Skills:
Bootstrap, JavaScript, MongoDB, REST API, Node.js, React, HTML

Preferred Soft Skills:
Teamwork, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,,0,Weak Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
3 years experience

Technical Skills:
Testing, REST API, OOP, C++, Python

Soft Skills:
Analytical Thinking, Teamwork

Completed several projects related to Software Engineer.","We are hiring a Software Engineer.

Required Skills:
Testing, REST API, OOP, C++, Python, Debugging, Git

Preferred Soft Skills:
Analytical Thinking, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,"Testing, REST API, OOP, C++",1,Medium Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
Fresher

Technical Skills:
Transformers, TensorFlow, Python, Computer Vision, Docker, PyTorch, FastAPI

Soft Skills:
Teamwork, Leadership

Completed several projects related to AI Engineer.","We are hiring a Data Scientist.

Required Skills:
Pandas, Scikit-learn, Machine Learning, Deep Learning, TensorFlow, NumPy, Data Visualization

Preferred Soft Skills:
Time Management, Leadership

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,,0,Weak Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Engineering

Experience:
6 months internship

Technical Skills:
C++, Git, Java, Python, Algorithms, Data Structures, Debugging

Soft Skills:
Leadership, Communication

Completed several projects related to Software Engineer.","We are hiring a Software Engineer.

Required Skills:
C++, Git, Java, Python, Algorithms, Data Structures, Debugging

Preferred Soft Skills:
Time Management, Leadership

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,"C++, Git, Java, Python, Algorithms, Data Structures, Debugging",2,Strong Match
"Candidate applying for Web Developer.

Education:
Bachelor's degree in Engineering

Experience:
3 years experience

Technical Skills:
JavaScript, React, Bootstrap, CSS, Express

Soft Skills:
Leadership, Analytical Thinking

Completed several projects related to Web Developer.","We are hiring a Web Developer.

Required Skills:
JavaScript, React, Bootstrap, CSS, MongoDB, Express, HTML

Preferred Soft Skills:
Analytical Thinking, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Web Developer,"JavaScript, React, Bootstrap, CSS",1,Medium Match
